date,series,value,source,retrieved_at
2023-09-01,Educación,1759.2371,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-10-01,Educación,1875.3143,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-11-01,Educación,2031.1533,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-12-01,Educación,2157.4419,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-01-01,Educación,2176.0052,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-02-01,Educación,2392.1354,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-03-01,Educación,3653.0356,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-04-01,Educación,3966.8821,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-05-01,Educación,4269.9374,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-06-01,Educación,4514.8581,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-07-01,Educación,4704.182,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-08-01,Educación,5013.1678,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-09-01,Educación,5229.2692,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-10-01,Educación,5409.7822,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-11-01,Educación,5686.2954,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-12-01,Educación,5812.5191,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-01-01,Educación,5844.2136,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-02-01,Educación,5980.8655,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-03-01,Educación,7275.3457,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-04-01,Educación,7455.8399,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-05-01,Educación,7595.3193,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-06-01,Educación,7875.8853,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-07-01,Educación,8027.0607,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-08-01,Educación,8230.8327,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-09-01,Educación,8483.1542,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-10-01,Educación,8626.8402,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-11-01,Educación,8819.1806,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-12-01,Educación,8851.3058,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-01-01,Educación,8906.6187,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-02-01,Educación,9010.4,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-03-01,Educación,10103.1575,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-04-01,Educación,10532.1344,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-05-01,Educación,10840.9295,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-01-01,Equipamiento y mantenimiento del hogar,601.6662,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-02-01,Equipamiento y mantenimiento del hogar,628.3237,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-03-01,Equipamiento y mantenimiento del hogar,655.8863,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-04-01,Equipamiento y mantenimiento del hogar,691.9571,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-05-01,Equipamiento y mantenimiento del hogar,728.9951,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-06-01,Equipamiento y mantenimiento del hogar,772.6412,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-07-01,Equipamiento y mantenimiento del hogar,852.4176,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-08-01,Equipamiento y mantenimiento del hogar,924.2301,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-09-01,Equipamiento y mantenimiento del hogar,980.1201,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-10-01,Equipamiento y mantenimiento del hogar,1028.4132,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-11-01,Equipamiento y mantenimiento del hogar,1084.1626,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-12-01,Equipamiento y mantenimiento del hogar,1148.5321,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-01-01,Equipamiento y mantenimiento del hogar,1210.6926,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-02-01,Equipamiento y mantenimiento del hogar,1271.8967,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-03-01,Equipamiento y mantenimiento del hogar,1345.7519,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-04-01,Equipamiento y mantenimiento del hogar,1462.0471,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-05-01,Equipamiento y mantenimiento del hogar,1590.1014,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-06-01,Equipamiento y mantenimiento del hogar,1717.2201,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-07-01,Equipamiento y mantenimiento del hogar,1822.9318,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-08-01,Equipamiento y mantenimiento del hogar,2079.2711,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-09-01,Equipamiento y mantenimiento del hogar,2342.3942,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-10-01,Equipamiento y mantenimiento del hogar,2592.8927,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-11-01,Equipamiento y mantenimiento del hogar,2915.5922,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-12-01,Equipamiento y mantenimiento del hogar,3810.0606,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-01-01,Equipamiento y mantenimiento del hogar,4660.7816,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-02-01,Equipamiento y mantenimiento del hogar,5142.1336,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-03-01,Equipamiento y mantenimiento del hogar,5400.7512,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-04-01,Equipamiento y mantenimiento del hogar,5751.7902,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-05-01,Equipamiento y mantenimiento del hogar,5937.4758,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-06-01,Equipamiento y mantenimiento del hogar,6073.2079,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-07-01,Equipamiento y mantenimiento del hogar,6282.946,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-08-01,Equipamiento y mantenimiento del hogar,6550.7845,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-09-01,Equipamiento y mantenimiento del hogar,6727.2351,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-10-01,Equipamiento y mantenimiento del hogar,6903.0355,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-11-01,Equipamiento y mantenimiento del hogar,7007.1565,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-12-01,Equipamiento y mantenimiento del hogar,7073.5091,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-01-01,Equipamiento y mantenimiento del hogar,7187.8539,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-02-01,Equipamiento y mantenimiento del hogar,7260.6442,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-03-01,Equipamiento y mantenimiento del hogar,7368.221,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-04-01,Equipamiento y mantenimiento del hogar,7437.0978,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-05-01,Equipamiento y mantenimiento del hogar,7540.4993,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-06-01,Equipamiento y mantenimiento del hogar,7683.5823,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-07-01,Equipamiento y mantenimiento del hogar,7801.8271,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-08-01,Equipamiento y mantenimiento del hogar,7874.7486,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-09-01,Equipamiento y mantenimiento del hogar,8048.6896,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-10-01,Equipamiento y mantenimiento del hogar,8179.996,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-11-01,Equipamiento y mantenimiento del hogar,8271.6454,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-12-01,Equipamiento y mantenimiento del hogar,8436.8959,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-01-01,Equipamiento y mantenimiento del hogar,8591.3743,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-02-01,Equipamiento y mantenimiento del hogar,8811.537,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-03-01,Equipamiento y mantenimiento del hogar,8925.2054,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-04-01,Equipamiento y mantenimiento del hogar,9182.794,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-05-01,Equipamiento y mantenimiento del hogar,9312.2108,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-01-01,Prendas de vestir y calzado,635.994,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-02-01,Prendas de vestir y calzado,657.5762,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-03-01,Prendas de vestir y calzado,728.959,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-04-01,Prendas de vestir y calzado,801.0762,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-05-01,Prendas de vestir y calzado,847.1542,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-06-01,Prendas de vestir y calzado,895.8753,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-07-01,Prendas de vestir y calzado,971.758,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-08-01,Prendas de vestir y calzado,1067.5251,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-09-01,Prendas de vestir y calzado,1180.9506,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-10-01,Prendas de vestir y calzado,1261.5985,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-11-01,Prendas de vestir y calzado,1318.2609,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-12-01,Prendas de vestir y calzado,1371.3368,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-01-01,Prendas de vestir y calzado,1402.845,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-02-01,Prendas de vestir y calzado,1457.7661,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-03-01,Prendas de vestir y calzado,1595.0861,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-04-01,Prendas de vestir y calzado,1768.0967,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-05-01,Prendas de vestir y calzado,1903.1899,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-06-01,Prendas de vestir y calzado,1983.4012,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-07-01,Prendas de vestir y calzado,2043.7327,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-08-01,Prendas de vestir y calzado,2230.5776,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-09-01,Prendas de vestir y calzado,2581.0642,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-10-01,Prendas de vestir y calzado,2864.6053,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-11-01,Prendas de vestir y calzado,3151.4751,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-12-01,Prendas de vestir y calzado,3694.929,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-01-01,Prendas de vestir y calzado,4135.7944,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-02-01,Prendas de vestir y calzado,4434.676,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-03-01,Prendas de vestir y calzado,4919.1559,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-04-01,Prendas de vestir y calzado,5392.8345,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-05-01,Prendas de vestir y calzado,5584.1343,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-06-01,Prendas de vestir y calzado,5736.1025,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-07-01,Prendas de vestir y calzado,5829.6937,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-08-01,Prendas de vestir y calzado,5949.5541,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-09-01,Prendas de vestir y calzado,6308.9971,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-10-01,Prendas de vestir y calzado,6588.1894,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-11-01,Prendas de vestir y calzado,6713.0284,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-12-01,Prendas de vestir y calzado,6817.1412,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-01-01,Prendas de vestir y calzado,6772.1731,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-02-01,Prendas de vestir y calzado,6800.5997,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-03-01,Prendas de vestir y calzado,7112.5925,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-04-01,Prendas de vestir y calzado,7385.4063,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-05-01,Prendas de vestir y calzado,7453.7558,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-06-01,Prendas de vestir y calzado,7490.0195,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-07-01,Prendas de vestir y calzado,7420.9382,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-08-01,Prendas de vestir y calzado,7401.8179,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-09-01,Prendas de vestir y calzado,7553.7487,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-10-01,Prendas de vestir y calzado,7736.2575,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-11-01,Prendas de vestir y calzado,7776.5032,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-12-01,Prendas de vestir y calzado,7861.3245,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-01-01,Prendas de vestir y calzado,7825.2642,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-02-01,Prendas de vestir y calzado,7824.4543,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-03-01,Prendas de vestir y calzado,8067.5324,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-04-01,Prendas de vestir y calzado,8326.6612,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-05-01,Prendas de vestir y calzado,8350.2424,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-01-01,Recreación y cultura,593.0751,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-02-01,Recreación y cultura,606.6697,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-03-01,Recreación y cultura,626.8734,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-04-01,Recreación y cultura,659.6448,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-05-01,Recreación y cultura,693.9163,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-06-01,Recreación y cultura,724.0064,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-07-01,Recreación y cultura,819.4993,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-08-01,Recreación y cultura,860.7132,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-09-01,Recreación y cultura,905.8061,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-10-01,Recreación y cultura,956.8276,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-11-01,Recreación y cultura,996.7277,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-12-01,Recreación y cultura,1042.694,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-01-01,Recreación y cultura,1136.1135,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-02-01,Recreación y cultura,1205.9377,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-03-01,Recreación y cultura,1258.7738,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-04-01,Recreación y cultura,1353.7339,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-05-01,Recreación y cultura,1466.9417,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-06-01,Recreación y cultura,1561.7425,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-07-01,Recreación y cultura,1736.5158,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-08-01,Recreación y cultura,1937.7153,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-09-01,Recreación y cultura,2230.9342,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-10-01,Recreación y cultura,2438.4348,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-11-01,Recreación y cultura,2760.0532,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-12-01,Recreación y cultura,3317.3409,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-01-01,Recreación y cultura,4113.85,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-02-01,Recreación y cultura,4466.7506,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-03-01,Recreación y cultura,4846.7452,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-04-01,Recreación y cultura,5192.8995,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-05-01,Recreación y cultura,5429.4701,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-06-01,Recreación y cultura,5734.3613,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-07-01,Recreación y cultura,6059.3057,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-08-01,Recreación y cultura,6282.238,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-09-01,Recreación y cultura,6416.1845,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-10-01,Recreación y cultura,6599.9443,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-11-01,Recreación y cultura,6798.7313,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-12-01,Recreación y cultura,6988.4998,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-01-01,Recreación y cultura,7160.6092,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-02-01,Recreación y cultura,7370.3538,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-03-01,Recreación y cultura,7382.2025,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-04-01,Recreación y cultura,7676.2045,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-05-01,Recreación y cultura,7807.3673,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-06-01,Recreación y cultura,8000.1427,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-07-01,Recreación y cultura,8384.8501,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-08-01,Recreación y cultura,8429.7057,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-09-01,Recreación y cultura,8542.3767,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-10-01,Recreación y cultura,8680.0313,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-11-01,Recreación y cultura,8892.1372,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-12-01,Recreación y cultura,9118.0448,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-01-01,Recreación y cultura,9211.9913,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-02-01,Recreación y cultura,9427.9443,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-03-01,Recreación y cultura,9763.4636,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-04-01,Recreación y cultura,9860.2728,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2026-05-01,Recreación y cultura,10132.3705,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-01-01,Restaurantes y hoteles,607.7867,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-02-01,Restaurantes y hoteles,634.0233,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-03-01,Restaurantes y hoteles,668.4613,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-04-01,Restaurantes y hoteles,717.5668,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-05-01,Restaurantes y hoteles,758.3527,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-06-01,Restaurantes y hoteles,805.4594,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-07-01,Restaurantes y hoteles,884.0683,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-08-01,Restaurantes y hoteles,942.9087,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-09-01,Restaurantes y hoteles,988.6307,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-10-01,Restaurantes y hoteles,1061.9488,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-11-01,Restaurantes y hoteles,1120.5659,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2022-12-01,Restaurantes y hoteles,1200.8127,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-01-01,Restaurantes y hoteles,1275.6081,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-02-01,Restaurantes y hoteles,1371.9038,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-03-01,Restaurantes y hoteles,1479.9582,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-04-01,Restaurantes y hoteles,1626.3026,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-05-01,Restaurantes y hoteles,1778.1049,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-06-01,Restaurantes y hoteles,1890.0322,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-07-01,Restaurantes y hoteles,2030.866,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-08-01,Restaurantes y hoteles,2283.6173,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-09-01,Restaurantes y hoteles,2586.0182,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-10-01,Restaurantes y hoteles,2813.2083,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-11-01,Restaurantes y hoteles,3151.623,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2023-12-01,Restaurantes y hoteles,3831.9303,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-01-01,Restaurantes y hoteles,4577.1896,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-02-01,Restaurantes y hoteles,5088.0444,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-03-01,Restaurantes y hoteles,5511.0135,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-04-01,Restaurantes y hoteles,5912.6182,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-05-01,Restaurantes y hoteles,6240.627,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-06-01,Restaurantes y hoteles,6632.3116,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-07-01,Restaurantes y hoteles,7061.2046,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-08-01,Restaurantes y hoteles,7403.1627,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-09-01,Restaurantes y hoteles,7673.8443,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-10-01,Restaurantes y hoteles,8000.7985,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-11-01,Restaurantes y hoteles,8290.1033,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2024-12-01,Restaurantes y hoteles,8670.0443,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-01-01,Restaurantes y hoteles,9132.8654,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-02-01,Restaurantes y hoteles,9339.177,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-03-01,Restaurantes y hoteles,9702.5819,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-04-01,Restaurantes y hoteles,10102.2226,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-05-01,Restaurantes y hoteles,10406.4718,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
2025-06-01,Restaurantes y hoteles,10624.8993,"INDEC IPC cuadros (divisions, index levels)",2026-06-13T15:27:00
